MODE,JOB_ID,WORKERS,FILE,ALGO,TAU,SIGMA,BETA,NUMPARTITIONS,VERTICES,REAL EDGES, VIRTUAL EDGES,Time,Sampling Time,Total LP,Score,Migrations,R MaxNorm unbalance,V MaxNorm unbalance,Vertex MaxNorm unbalance,#real EC,#real EC (%%),#virtual EC,#virtual EC (%%),Vertex Balance JSD,Real Edge Balance JSD,Virtual Edge Balance JSD
Vertex,job_202101261615_1998,8,RoadCanada.vertex,InitializeSampleGD,15,0.015,0.1,4,1965206,5533214,5533214,20100,2948,14905,3243312.462351421,2940532,1.003,1.003,1.002,2550124,0.461,2550124,0.461,0.000000,0.000002,0.000002
Vertex,job_202101261615_1548,8,RoadCanada.vertex,BGRAP,5,0.01,0.1,4,1965206,5533214,5533214,18733,0,17805,3252304.046354297,3442498,1.003,1.003,1.002,2487079,0.449,2487079,0.449,0.000001,0.000001,0.000001
Vertex,job_202101261615_2029,8,RoadCanada.vertex,InitializeSampleGD,5,0.02,0.15,8,1965206,5533214,5533214,34837,3243,29281,3315682.588065112,3878817,1.005,1.005,1.003,2597839,0.469,2597839,0.469,0.000001,0.000003,0.000003
Vertex,job_202101261615_1903,8,RoadCanada.vertex,InitializeSampleHD,5,0.01,0.1,8,1965206,5533214,5533214,31656,2384,26984,3336418.327566748,3837255,1.002,1.002,1.003,2571043,0.465,2571043,0.465,0.000001,0.000001,0.000001
Vertex,job_202101261615_1932,8,RoadCanada.vertex,InitializeSampleHD,10,0.01,0.15,4,1965206,5533214,5533214,24123,6255,15720,3324749.5841604094,3278898,1.005,1.005,1.003,2367402,0.428,2367402,0.428,0.000002,0.000003,0.000003
Vertex,job_202101261615_2107,8,BerkeleyStan.vertex,InitializeSampleRD,15,0.015,0.15,8,685230,7600595,13298940,13836,3660,9695,1452787.943447169,1037203,1.488,1.611,1.049,903315,0.119,1600447,0.120,0.000340,0.016109,0.020143
Vertex,job_202101261615_2252,8,BerkeleyStan.vertex,InitializeSampleGD,15,0.02,0.1,16,685230,7600595,13298940,18462,3437,13368,1396192.3649634705,1078904,1.434,1.749,1.049,1716198,0.226,3134518,0.236,0.000577,0.011028,0.021316
Vertex,job_202101261615_2197,8,BerkeleyStan.vertex,InitializeSampleHD,15,0.02,0.15,8,685230,7600595,13298940,15334,3289,10320,1420946.9732229009,1023227,1.676,1.819,1.049,1245039,0.164,2232503,0.168,0.000169,0.015359,0.020915
Vertex,job_202101261615_1890,8,RoadCanada.vertex,InitializeSampleRD,15,0.015,0.2,4,1965206,5533214,5533214,20552,3910,16073,3342596.383136646,3298133,1.004,1.004,1.004,2320165,0.419,2320165,0.419,0.000003,0.000002,0.000002
Vertex,job_202101261615_2119,8,BerkeleyStan.vertex,InitializeSampleRD,5,0.01,0.2,8,685230,7600595,13298940,13717,3392,9828,1459659.8760390878,1012557,1.320,1.376,1.049,877739,0.115,1544401,0.116,0.000358,0.007624,0.009140
Vertex,job_202101261615_1845,8,RoadCanada.vertex,InitializeSampleRD,15,0.02,0.1,4,1965206,5533214,5533214,21363,3282,17616,3351843.837088867,3609347,1.007,1.007,1.004,2292583,0.414,2292583,0.414,0.000002,0.000005,0.000005
Vertex,job_202101261615_1625,8,Youtube.vertex,InitializeSampleRD,5,0.02,0.15,16,1134890,2987624,5975248,22172,3328,18275,1919775.7604664066,1737415,2.708,2.389,1.047,1482369,0.496,2959745,0.495,0.000142,0.039967,0.027691
Vertex,job_202101261615_2280,8,BerkeleyStan.vertex,InitializeSampleGD,5,0.01,0.2,4,685230,7600595,13298940,13275,4487,7026,1433971.764220268,955367,1.199,1.239,1.049,785981,0.103,1368789,0.103,0.000164,0.003097,0.003984
Vertex,job_202101261615_2045,8,RoadCanada.vertex,InitializeSampleGD,15,0.01,0.2,16,1965206,5533214,5533214,38696,5656,30811,3009047.559217736,2655901,1.007,1.007,1.005,3392601,0.613,3392601,0.613,0.000001,0.000001,0.000001
Vertex,job_202101261615_1983,8,RoadCanada.vertex,InitializeSampleGD,5,0.01,0.1,4,1965206,5533214,5533214,22376,3776,16161,3345305.6250748327,3426931,1.002,1.002,1.001,2319814,0.419,2319814,0.419,0.000000,0.000000,0.000000
